,category_compared_within,group_1,group_2,group_1_n,group_2_n,group_1_mean,group_1_sem,group_2_mean,group_2_sem,test_name,stat_result,pvalue,group_1_order_pos,group_2_order_pos,categorical_subgroup,tick_text,tick_pos,hue_group_1_locs,hue_group_2_locs,g1_num_loc,g2_num_loc,g1_cat_loc,g2_cat_loc,g_1_child_x,g_1_child_y,y_is_nonnan,y_is_2_elem,g_2_child_x,g_2_child_y,max_group_loc_val,numeric_var,hue_var,x_category_var,hue_is_x_axis,plot_name,date_tag,fig_name,fig_num
10,Early_RS_Correct,Het VEH,Het CLNZ,"(874,)","(866,)",0.0292,0.0021,0.0248,0.0017,MWU,[3.73956e+05 6.26850e-01],0.6268504375448244,[3],[3],Early_RS_Correct,Early_RS_Correct,"(3, 0)","[[0.         0.04478101]
 [1.         0.04343882]
 [2.         0.03332733]
 [3.         0.02917731]
 [4.         0.030263  ]
 [5.         0.01754359]]","[[0.125      0.03561462]
 [1.125      0.03902416]
 [2.125      0.02629516]
 [3.125      0.02480182]
 [4.125      0.02939409]
 [5.125      0.01949076]]",0.03131607652924392,0.02648622403517542,3.0,3.125,[3. 3.],[0.02703855 0.03131608],True,True,[3.12 3.12],[0.02311742 0.02648622],0.03131607652924392,mean_rate,geno_day,task_phase_vec,False,Mean stage activity of all cells,28_Aug_2025,supp_wtclnz_pointplot_Mean event rate by phase,2_s
11,Early_RS_Correct,Het VEH,Het postCLNZ,"(874,)","(937,)",0.0292,0.0021,0.027,0.0019,MWU,[4.08507e+05 9.21370e-01],0.9213670218854036,[3],[3],Early_RS_Correct,Early_RS_Correct,"(3, 0)","[[0.         0.04478101]
 [1.         0.04343882]
 [2.         0.03332733]
 [3.         0.02917731]
 [4.         0.030263  ]
 [5.         0.01754359]]","[[0.25       0.04296043]
 [1.25       0.04993086]
 [2.25       0.03198438]
 [3.25       0.02695764]
 [4.25       0.02886384]
 [5.25       0.01913816]]",0.03131607652924392,0.028875342294340762,3.0,3.25,[3. 3.],[0.02703855 0.03131608],True,True,[3.25 3.25],[0.02503993 0.02887534],0.03131607652924392,mean_rate,geno_day,task_phase_vec,False,Mean stage activity of all cells,28_Aug_2025,supp_wtclnz_pointplot_Mean event rate by phase,2_s
12,Early_RS_Error,WT VEH,WT CLNZ,"(1080,)","(1019,)",0.0259,0.0019,0.0252,0.0017,MWU,[5.212275e+05 1.117000e-02],0.011171448142903684,[4],[4],Early_RS_Error,Early_RS_Error,"(4, 0)","[[-0.25        0.03307908]
 [ 0.75        0.03689703]
 [ 1.75        0.02623584]
 [ 2.75        0.02357742]
 [ 3.75        0.0259411 ]
 [ 4.75        0.01702454]]","[[-0.125       0.03437582]
 [ 0.875       0.03791053]
 [ 1.875       0.02566449]
 [ 2.875       0.02463813]
 [ 3.875       0.02515502]
 [ 4.875       0.02109824]]",0.02782652802472761,0.02685576517695958,3.75,3.875,[3.75 3.75],[0.02405567 0.02782653],True,True,[3.88 3.88],[0.02345427 0.02685577],0.02782652802472761,mean_rate,geno_day,task_phase_vec,False,Mean stage activity of all cells,28_Aug_2025,supp_wtclnz_pointplot_Mean event rate by phase,2_s
13,Early_RS_Error,WT VEH,Het VEH,"(1080,)","(874,)",0.0259,0.0019,0.0303,0.0017,MWU,[376801.      0.],2.668039226970079e-18,[4],[4],Early_RS_Error,Early_RS_Error,"(4, 0)","[[-0.25        0.03307908]
 [ 0.75        0.03689703]
 [ 1.75        0.02623584]
 [ 2.75        0.02357742]
 [ 3.75        0.0259411 ]
 [ 4.75        0.01702454]]","[[0.         0.04478101]
 [1.         0.04343882]
 [2.         0.03332733]
 [3.         0.02917731]
 [4.         0.030263  ]
 [5.         0.01754359]]",0.02782652802472761,0.0319704613808355,3.75,4.0,[3.75 3.75],[0.02405567 0.02782653],True,True,[4. 4.],[0.02855554 0.03197046],0.0319704613808355,mean_rate,geno_day,task_phase_vec,False,Mean stage activity of all cells,28_Aug_2025,supp_wtclnz_pointplot_Mean event rate by phase,2_s
14,Early_RS_Error,Het VEH,Het CLNZ,"(874,)","(866,)",0.0303,0.0017,0.0294,0.0018,MWU,[4.072925e+05 2.890000e-03],0.0028920530601812384,[4],[4],Early_RS_Error,Early_RS_Error,"(4, 0)","[[0.         0.04478101]
 [1.         0.04343882]
 [2.         0.03332733]
 [3.         0.02917731]
 [4.         0.030263  ]
 [5.         0.01754359]]","[[0.125      0.03561462]
 [1.125      0.03902416]
 [2.125      0.02629516]
 [3.125      0.02480182]
 [4.125      0.02939409]
 [5.125      0.01949076]]",0.0319704613808355,0.031235827975318594,4.0,4.125,[4. 4.],[0.02855554 0.03197046],True,True,[4.12 4.12],[0.02755234 0.03123583],0.0319704613808355,mean_rate,geno_day,task_phase_vec,False,Mean stage activity of all cells,28_Aug_2025,supp_wtclnz_pointplot_Mean event rate by phase,2_s
15,Early_RS_Error,Het VEH,Het postCLNZ,"(874,)","(937,)",0.0303,0.0017,0.0289,0.0018,MWU,[4.527855e+05 2.000000e-05],2.045553069002624e-05,[4],[4],Early_RS_Error,Early_RS_Error,"(4, 0)","[[0.         0.04478101]
 [1.         0.04343882]
 [2.         0.03332733]
 [3.         0.02917731]
 [4.         0.030263  ]
 [5.         0.01754359]]","[[0.25       0.04296043]
 [1.25       0.04993086]
 [2.25       0.03198438]
 [3.25       0.02695764]
 [4.25       0.02886384]
 [5.25       0.01913816]]",0.0319704613808355,0.03069517816314799,4.0,4.25,[4. 4.],[0.02855554 0.03197046],True,True,[4.25 4.25],[0.0270325  0.03069518],0.0319704613808355,mean_rate,geno_day,task_phase_vec,False,Mean stage activity of all cells,28_Aug_2025,supp_wtclnz_pointplot_Mean event rate by phase,2_s
16,Late_IA,WT VEH,WT CLNZ,"(1080,)","(1019,)",0.0262,0.0013,0.0257,0.0012,MWU,[5.47834e+05 8.54460e-01],0.8544597176206129,[2],[2],Late_IA,Late_IA,"(2, 0)","[[-0.25        0.03307908]
 [ 0.75        0.03689703]
 [ 1.75        0.02623584]
 [ 2.75        0.02357742]
 [ 3.75        0.0259411 ]
 [ 4.75        0.01702454]]","[[-0.125       0.03437582]
 [ 0.875       0.03791053]
 [ 1.875       0.02566449]
 [ 2.875       0.02463813]
 [ 3.875       0.02515502]
 [ 4.875       0.02109824]]",0.027487698662692045,0.026911985056405224,1.75,1.875,[1.75 1.75],[0.02498398 0.0274877 ],True,True,[1.88 1.88],[0.02441699 0.02691199],0.027487698662692045,mean_rate,geno_day,task_phase_vec,False,Mean stage activity of all cells,28_Aug_2025,supp_wtclnz_pointplot_Mean event rate by phase,2_s
17,Late_IA,WT VEH,Het VEH,"(1080,)","(874,)",0.0262,0.0013,0.0333,0.0018,MWU,[4.332865e+05 1.200000e-03],0.001200478124044291,[2],[2],Late_IA,Late_IA,"(2, 0)","[[-0.25        0.03307908]
 [ 0.75        0.03689703]
 [ 1.75        0.02623584]
 [ 2.75        0.02357742]
 [ 3.75        0.0259411 ]
 [ 4.75        0.01702454]]","[[0.         0.04478101]
 [1.         0.04343882]
 [2.         0.03332733]
 [3.         0.02917731]
 [4.         0.030263  ]
 [5.         0.01754359]]",0.027487698662692045,0.03512905197221407,1.75,2.0,[1.75 1.75],[0.02498398 0.0274877 ],True,True,[2. 2.],[0.0315256  0.03512905],0.03512905197221407,mean_rate,geno_day,task_phase_vec,False,Mean stage activity of all cells,28_Aug_2025,supp_wtclnz_pointplot_Mean event rate by phase,2_s
18,Late_IA,Het VEH,Het CLNZ,"(874,)","(866,)",0.0333,0.0018,0.0263,0.0015,MWU,[4.036855e+05 1.309000e-02],0.013085160195314582,[2],[2],Late_IA,Late_IA,"(2, 0)","[[0.         0.04478101]
 [1.         0.04343882]
 [2.         0.03332733]
 [3.         0.02917731]
 [4.         0.030263  ]
 [5.         0.01754359]]","[[0.125      0.03561462]
 [1.125      0.03902416]
 [2.125      0.02629516]
 [3.125      0.02480182]
 [4.125      0.02939409]
 [5.125      0.01949076]]",0.03512905197221407,0.027792173490360297,2.0,2.125,[2. 2.],[0.0315256  0.03512905],True,True,[2.12 2.12],[0.02479815 0.02779217],0.03512905197221407,mean_rate,geno_day,task_phase_vec,False,Mean stage activity of all cells,28_Aug_2025,supp_wtclnz_pointplot_Mean event rate by phase,2_s
19,Late_IA,Het VEH,Het postCLNZ,"(874,)","(937,)",0.0333,0.0018,0.032,0.0017,MWU,[4.15356e+05 5.86750e-01],0.5867515635265087,[2],[2],Late_IA,Late_IA,"(2, 0)","[[0.         0.04478101]
 [1.         0.04343882]
 [2.         0.03332733]
 [3.         0.02917731]
 [4.         0.030263  ]
 [5.         0.01754359]]","[[0.25       0.04296043]
 [1.25       0.04993086]
 [2.25       0.03198438]
 [3.25       0.02695764]
 [4.25       0.02886384]
 [5.25       0.01913816]]",0.03512905197221407,0.03367405791180646,2.0,2.25,[2. 2.],[0.0315256  0.03512905],True,True,[2.25 2.25],[0.0302947  0.03367406],0.03512905197221407,mean_rate,geno_day,task_phase_vec,False,Mean stage activity of all cells,28_Aug_2025,supp_wtclnz_pointplot_Mean event rate by phase,2_s
20,Late_RS,WT VEH,WT CLNZ,"(1080,)","(1019,)",0.017,0.001,0.0211,0.0013,MWU,[5.287595e+05 8.968000e-02],0.08968319496134472,[5],[5],Late_RS,Late_RS,"(5, 0)","[[-0.25        0.03307908]
 [ 0.75        0.03689703]
 [ 1.75        0.02623584]
 [ 2.75        0.02357742]
 [ 3.75        0.0259411 ]
 [ 4.75        0.01702454]]","[[-0.125       0.03437582]
 [ 0.875       0.03791053]
 [ 1.875       0.02566449]
 [ 2.875       0.02463813]
 [ 3.875       0.02515502]
 [ 4.875       0.02109824]]",0.0179851650525446,0.022353202669215623,4.75,4.875,[4.75 4.75],[0.01606391 0.01798517],True,True,[4.88 4.88],[0.01984329 0.0223532 ],0.022353202669215623,mean_rate,geno_day,task_phase_vec,False,Mean stage activity of all cells,28_Aug_2025,supp_wtclnz_pointplot_Mean event rate by phase,2_s
21,Late_RS,WT VEH,Het VEH,"(1080,)","(874,)",0.017,0.001,0.0175,0.0012,MWU,[4.642775e+05 4.973100e-01],0.49730743696880386,[5],[5],Late_RS,Late_RS,"(5, 0)","[[-0.25        0.03307908]
 [ 0.75        0.03689703]
 [ 1.75        0.02623584]
 [ 2.75        0.02357742]
 [ 3.75        0.0259411 ]
 [ 4.75        0.01702454]]","[[0.         0.04478101]
 [1.         0.04343882]
 [2.         0.03332733]
 [3.         0.02917731]
 [4.         0.030263  ]
 [5.         0.01754359]]",0.0179851650525446,0.018704330196216583,4.75,5.0,[4.75 4.75],[0.01606391 0.01798517],True,True,[5. 5.],[0.01638285 0.01870433],0.018704330196216583,mean_rate,geno_day,task_phase_vec,False,Mean stage activity of all cells,28_Aug_2025,supp_wtclnz_pointplot_Mean event rate by phase,2_s
22,Late_RS,Het VEH,Het CLNZ,"(874,)","(866,)",0.0175,0.0012,0.0195,0.0013,MWU,[3.768135e+05 8.657400e-01],0.8657391046728395,[5],[5],Late_RS,Late_RS,"(5, 0)","[[0.         0.04478101]
 [1.         0.04343882]
 [2.         0.03332733]
 [3.         0.02917731]
 [4.         0.030263  ]
 [5.         0.01754359]]","[[0.125      0.03561462]
 [1.125      0.03902416]
 [2.125      0.02629516]
 [3.125      0.02480182]
 [4.125      0.02939409]
 [5.125      0.01949076]]",0.018704330196216583,0.020804723389034697,5.0,5.125,[5. 5.],[0.01638285 0.01870433],True,True,[5.12 5.12],[0.0181768  0.02080472],0.020804723389034697,mean_rate,geno_day,task_phase_vec,False,Mean stage activity of all cells,28_Aug_2025,supp_wtclnz_pointplot_Mean event rate by phase,2_s
23,Late_RS,Het VEH,Het postCLNZ,"(874,)","(937,)",0.0175,0.0012,0.0191,0.0012,MWU,[4.16003e+05 5.19020e-01],0.5190200039826689,[5],[5],Late_RS,Late_RS,"(5, 0)","[[0.         0.04478101]
 [1.         0.04343882]
 [2.         0.03332733]
 [3.         0.02917731]
 [4.         0.030263  ]
 [5.         0.01754359]]","[[0.25       0.04296043]
 [1.25       0.04993086]
 [2.25       0.03198438]
 [3.25       0.02695764]
 [4.25       0.02886384]
 [5.25       0.01913816]]",0.018704330196216583,0.020362733216232592,5.0,5.25,[5. 5.],[0.01638285 0.01870433],True,True,[5.25 5.25],[0.01791359 0.02036273],0.020362733216232592,mean_rate,geno_day,task_phase_vec,False,Mean stage activity of all cells,28_Aug_2025,supp_wtclnz_pointplot_Mean event rate by phase,2_s
