,category_compared_within,group_1,group_2,group_1_n,group_2_n,group_1_mean,group_1_sem,group_2_mean,group_2_sem,test_name,stat_result,pvalue,group_1_order_pos,group_2_order_pos,categorical_subgroup,tick_text,tick_pos,hue_group_1_locs,hue_group_2_locs,g1_num_loc,g2_num_loc,g1_cat_loc,g2_cat_loc,g_1_child_x,g_1_child_y,y_is_nonnan,y_is_2_elem,g_2_child_x,g_2_child_y,max_group_loc_val,numeric_var,hue_var,x_category_var,hue_is_x_axis,plot_name,date_tag,fig_name,fig_num
10,Late_IA,Het VEH,Het CLNZ,"(34,)","(35,)",60.5081,3.019,56.4115,3.5377,MWU,[6.6800e+02 3.8313e-01],0.383125493727022,[2],[2],Late_IA,Late_IA,"(2, 0)","[[ 0.         68.77926059]
 [ 1.         84.25925926]
 [ 2.         60.50809213]
 [ 3.         75.24305556]
 [ 4.         73.50877193]
 [ 5.         59.03318903]]","[[ 0.125      67.34848485]
 [ 1.125      77.68707483]
 [ 2.125      56.41146155]
 [ 3.125      66.894509  ]
 [ 4.125      71.89360119]
 [ 5.125      67.3964924 ]]",63.52709279019965,59.94920973389788,2.0,2.125,[2. 2.],[57.48909146 63.52709279],True,True,[2.12 2.12],[52.87371337 59.94920973],63.52709279019965,active_in_trial,geno_day,task_phase_vec,False,Mean % of cells active in stage that are in stage ensemble,28_Aug_2025,Mean % of cells active in stage that are in stage ensemble,2_s
11,Late_IA,Het VEH,Het postCLNZ,"(34,)","(34,)",60.5081,3.019,63.8889,2.3019,MWU,[5.0200e+02 3.5352e-01],0.353523039125899,[2],[2],Late_IA,Late_IA,"(2, 0)","[[ 0.         68.77926059]
 [ 1.         84.25925926]
 [ 2.         60.50809213]
 [ 3.         75.24305556]
 [ 4.         73.50877193]
 [ 5.         59.03318903]]","[[ 0.25       68.00423161]
 [ 1.25       80.59912854]
 [ 2.25       63.88888889]
 [ 3.25       69.25128385]
 [ 4.25       73.67724868]
 [ 5.25       54.63319088]]",63.52709279019965,66.19082042372695,2.0,2.25,[2. 2.],[57.48909146 63.52709279],True,True,[2.25 2.25],[61.58695735 66.19082042],66.19082042372695,active_in_trial,geno_day,task_phase_vec,False,Mean % of cells active in stage that are in stage ensemble,28_Aug_2025,Mean % of cells active in stage that are in stage ensemble,2_s
12,Early_RS_Correct,WT VEH,WT CLNZ,"(24,)","(13,)",59.6259,4.4368,66.2983,3.4192,MWU,[136.5       0.54493],0.5449343810424764,[3],[3],Early_RS_Correct,Early_RS_Correct,"(3, 0)","[[-0.25       57.96078915]
 [ 0.75       75.51781552]
 [ 1.75       49.90228767]
 [ 2.75       59.62587759]
 [ 3.75       64.40018315]
 [ 4.75       48.07692308]]","[[-0.125      60.13683334]
 [ 0.875      70.27290448]
 [ 1.875      56.33679284]
 [ 2.875      66.29831707]
 [ 3.875      69.3452381 ]
 [ 4.875      54.74867725]]",64.06263225898839,69.71756146861068,2.75,2.875,[2.75 2.75],[55.18912293 64.06263226],True,True,[2.88 2.88],[62.87907267 69.71756147],69.71756146861068,active_in_trial,geno_day,task_phase_vec,False,Mean % of cells active in stage that are in stage ensemble,28_Aug_2025,Mean % of cells active in stage that are in stage ensemble,2_s
13,Early_RS_Correct,WT VEH,Het VEH,"(24,)","(16,)",59.6259,4.4368,75.2431,3.9836,MWU,[1.095e+02 2.330e-02],0.02329674605421088,[3],[3],Early_RS_Correct,Early_RS_Correct,"(3, 0)","[[-0.25       57.96078915]
 [ 0.75       75.51781552]
 [ 1.75       49.90228767]
 [ 2.75       59.62587759]
 [ 3.75       64.40018315]
 [ 4.75       48.07692308]]","[[ 0.         68.77926059]
 [ 1.         84.25925926]
 [ 2.         60.50809213]
 [ 3.         75.24305556]
 [ 4.         73.50877193]
 [ 5.         59.03318903]]",64.06263225898839,79.226679682939,2.75,3.0,[2.75 2.75],[55.18912293 64.06263226],True,True,[3. 3.],[71.25943143 79.22667968],79.226679682939,active_in_trial,geno_day,task_phase_vec,False,Mean % of cells active in stage that are in stage ensemble,28_Aug_2025,Mean % of cells active in stage that are in stage ensemble,2_s
14,Early_RS_Correct,Het VEH,Het CLNZ,"(16,)","(19,)",75.2431,3.9836,66.8945,3.938,MWU,[1.9200e+02 1.8976e-01],0.18976127732833226,[3],[3],Early_RS_Correct,Early_RS_Correct,"(3, 0)","[[ 0.         68.77926059]
 [ 1.         84.25925926]
 [ 2.         60.50809213]
 [ 3.         75.24305556]
 [ 4.         73.50877193]
 [ 5.         59.03318903]]","[[ 0.125      67.34848485]
 [ 1.125      77.68707483]
 [ 2.125      56.41146155]
 [ 3.125      66.894509  ]
 [ 4.125      71.89360119]
 [ 5.125      67.3964924 ]]",79.226679682939,70.83252776740409,3.0,3.125,[3. 3.],[71.25943143 79.22667968],True,True,[3.12 3.12],[62.95649023 70.83252777],79.226679682939,active_in_trial,geno_day,task_phase_vec,False,Mean % of cells active in stage that are in stage ensemble,28_Aug_2025,Mean % of cells active in stage that are in stage ensemble,2_s
15,Early_RS_Correct,Het VEH,Het postCLNZ,"(16,)","(20,)",75.2431,3.9836,69.2513,5.7114,MWU,[177.5       0.58694],0.5869412232236103,[3],[3],Early_RS_Correct,Early_RS_Correct,"(3, 0)","[[ 0.         68.77926059]
 [ 1.         84.25925926]
 [ 2.         60.50809213]
 [ 3.         75.24305556]
 [ 4.         73.50877193]
 [ 5.         59.03318903]]","[[ 0.25       68.00423161]
 [ 1.25       80.59912854]
 [ 2.25       63.88888889]
 [ 3.25       69.25128385]
 [ 4.25       73.67724868]
 [ 5.25       54.63319088]]",79.226679682939,74.9626855701313,3.0,3.25,[3. 3.],[71.25943143 79.22667968],True,True,[3.25 3.25],[63.53988212 74.96268557],79.226679682939,active_in_trial,geno_day,task_phase_vec,False,Mean % of cells active in stage that are in stage ensemble,28_Aug_2025,Mean % of cells active in stage that are in stage ensemble,2_s
16,Early_RS_Error,WT VEH,WT CLNZ,"(14,)","(14,)",64.4002,7.0311,69.3452,4.3976,MWU,[92.       0.79917],0.799168084553153,[4],[4],Early_RS_Error,Early_RS_Error,"(4, 0)","[[-0.25       57.96078915]
 [ 0.75       75.51781552]
 [ 1.75       49.90228767]
 [ 2.75       59.62587759]
 [ 3.75       64.40018315]
 [ 4.75       48.07692308]]","[[-0.125      60.13683334]
 [ 0.875      70.27290448]
 [ 1.875      56.33679284]
 [ 2.875      66.29831707]
 [ 3.875      69.3452381 ]
 [ 4.875      54.74867725]]",71.43128133152928,73.7428476234004,3.75,3.875,[3.75 3.75],[57.36908497 71.43128133],True,True,[3.88 3.88],[64.94762857 73.74284762],73.7428476234004,active_in_trial,geno_day,task_phase_vec,False,Mean % of cells active in stage that are in stage ensemble,28_Aug_2025,Mean % of cells active in stage that are in stage ensemble,2_s
17,Early_RS_Error,WT VEH,Het VEH,"(14,)","(19,)",64.4002,7.0311,73.5088,3.9137,MWU,[108.5       0.37887],0.3788724962101361,[4],[4],Early_RS_Error,Early_RS_Error,"(4, 0)","[[-0.25       57.96078915]
 [ 0.75       75.51781552]
 [ 1.75       49.90228767]
 [ 2.75       59.62587759]
 [ 3.75       64.40018315]
 [ 4.75       48.07692308]]","[[ 0.         68.77926059]
 [ 1.         84.25925926]
 [ 2.         60.50809213]
 [ 3.         75.24305556]
 [ 4.         73.50877193]
 [ 5.         59.03318903]]",71.43128133152928,77.42242478057173,3.75,4.0,[3.75 3.75],[57.36908497 71.43128133],True,True,[4. 4.],[69.59511908 77.42242478],77.42242478057173,active_in_trial,geno_day,task_phase_vec,False,Mean % of cells active in stage that are in stage ensemble,28_Aug_2025,Mean % of cells active in stage that are in stage ensemble,2_s
18,Early_RS_Error,Het VEH,Het CLNZ,"(19,)","(16,)",73.5088,3.9137,71.8936,4.7585,MWU,[162.        0.75167],0.7516659996222683,[4],[4],Early_RS_Error,Early_RS_Error,"(4, 0)","[[ 0.         68.77926059]
 [ 1.         84.25925926]
 [ 2.         60.50809213]
 [ 3.         75.24305556]
 [ 4.         73.50877193]
 [ 5.         59.03318903]]","[[ 0.125      67.34848485]
 [ 1.125      77.68707483]
 [ 2.125      56.41146155]
 [ 3.125      66.894509  ]
 [ 4.125      71.89360119]
 [ 5.125      67.3964924 ]]",77.42242478057173,76.65211380528636,4.0,4.125,[4. 4.],[69.59511908 77.42242478],True,True,[4.12 4.12],[67.13508858 76.65211381],77.42242478057173,active_in_trial,geno_day,task_phase_vec,False,Mean % of cells active in stage that are in stage ensemble,28_Aug_2025,Mean % of cells active in stage that are in stage ensemble,2_s
19,Early_RS_Error,Het VEH,Het postCLNZ,"(19,)","(15,)",73.5088,3.9137,73.6772,4.2058,MWU,[140.5       0.95831],0.9583129575786858,[4],[4],Early_RS_Error,Early_RS_Error,"(4, 0)","[[ 0.         68.77926059]
 [ 1.         84.25925926]
 [ 2.         60.50809213]
 [ 3.         75.24305556]
 [ 4.         73.50877193]
 [ 5.         59.03318903]]","[[ 0.25       68.00423161]
 [ 1.25       80.59912854]
 [ 2.25       63.88888889]
 [ 3.25       69.25128385]
 [ 4.25       73.67724868]
 [ 5.25       54.63319088]]",77.42242478057173,77.88300584238,4.0,4.25,[4. 4.],[69.59511908 77.42242478],True,True,[4.25 4.25],[69.47149151 77.88300584],77.88300584238,active_in_trial,geno_day,task_phase_vec,False,Mean % of cells active in stage that are in stage ensemble,28_Aug_2025,Mean % of cells active in stage that are in stage ensemble,2_s
20,Late_RS,WT VEH,WT CLNZ,"(39,)","(27,)",48.0769,5.145,54.7487,3.2459,MWU,[4.4700e+02 2.9795e-01],0.2979538093638072,[5],[5],Late_RS,Late_RS,"(5, 0)","[[-0.25       57.96078915]
 [ 0.75       75.51781552]
 [ 1.75       49.90228767]
 [ 2.75       59.62587759]
 [ 3.75       64.40018315]
 [ 4.75       48.07692308]]","[[-0.125      60.13683334]
 [ 0.875      70.27290448]
 [ 1.875      56.33679284]
 [ 2.875      66.29831707]
 [ 3.875      69.3452381 ]
 [ 4.875      54.74867725]]",53.221969646614916,57.99456577848872,4.75,4.875,[4.75 4.75],[42.93187651 53.22196965],True,True,[4.88 4.88],[51.50278872 57.99456578],57.99456577848872,active_in_trial,geno_day,task_phase_vec,False,Mean % of cells active in stage that are in stage ensemble,28_Aug_2025,Mean % of cells active in stage that are in stage ensemble,2_s
21,Late_RS,WT VEH,Het VEH,"(39,)","(33,)",48.0769,5.145,59.0332,4.011,MWU,[5.075e+02 1.228e-01],0.1228011413488115,[5],[5],Late_RS,Late_RS,"(5, 0)","[[-0.25       57.96078915]
 [ 0.75       75.51781552]
 [ 1.75       49.90228767]
 [ 2.75       59.62587759]
 [ 3.75       64.40018315]
 [ 4.75       48.07692308]]","[[ 0.         68.77926059]
 [ 1.         84.25925926]
 [ 2.         60.50809213]
 [ 3.         75.24305556]
 [ 4.         73.50877193]
 [ 5.         59.03318903]]",53.221969646614916,63.044186366873866,4.75,5.0,[4.75 4.75],[42.93187651 53.22196965],True,True,[5. 5.],[55.0221917  63.04418637],63.044186366873866,active_in_trial,geno_day,task_phase_vec,False,Mean % of cells active in stage that are in stage ensemble,28_Aug_2025,Mean % of cells active in stage that are in stage ensemble,2_s
22,Late_RS,Het VEH,Het CLNZ,"(33,)","(33,)",59.0332,4.011,67.3965,4.4453,MWU,[4.2600e+02 1.2892e-01],0.12891795821249352,[5],[5],Late_RS,Late_RS,"(5, 0)","[[ 0.         68.77926059]
 [ 1.         84.25925926]
 [ 2.         60.50809213]
 [ 3.         75.24305556]
 [ 4.         73.50877193]
 [ 5.         59.03318903]]","[[ 0.125      67.34848485]
 [ 1.125      77.68707483]
 [ 2.125      56.41146155]
 [ 3.125      66.894509  ]
 [ 4.125      71.89360119]
 [ 5.125      67.3964924 ]]",63.044186366873866,71.8417831591621,5.0,5.125,[5. 5.],[55.0221917  63.04418637],True,True,[5.12 5.12],[62.95120163 71.84178316],71.8417831591621,active_in_trial,geno_day,task_phase_vec,False,Mean % of cells active in stage that are in stage ensemble,28_Aug_2025,Mean % of cells active in stage that are in stage ensemble,2_s
23,Late_RS,Het VEH,Het postCLNZ,"(33,)","(30,)",59.0332,4.011,54.6332,4.8313,MWU,[5.4150e+02 5.2531e-01],0.5253081100271982,[5],[5],Late_RS,Late_RS,"(5, 0)","[[ 0.         68.77926059]
 [ 1.         84.25925926]
 [ 2.         60.50809213]
 [ 3.         75.24305556]
 [ 4.         73.50877193]
 [ 5.         59.03318903]]","[[ 0.25       68.00423161]
 [ 1.25       80.59912854]
 [ 2.25       63.88888889]
 [ 3.25       69.25128385]
 [ 4.25       73.67724868]
 [ 5.25       54.63319088]]",63.044186366873866,59.464532557759654,5.0,5.25,[5. 5.],[55.0221917  63.04418637],True,True,[5.25 5.25],[49.80184921 59.46453256],63.044186366873866,active_in_trial,geno_day,task_phase_vec,False,Mean % of cells active in stage that are in stage ensemble,28_Aug_2025,Mean % of cells active in stage that are in stage ensemble,2_s
